user_id,age,gender,preferred_style,size,budget_range
1676,50,Female,Formal,L,Medium
1677,55,Female,Sporty,XL,Medium
1678,58,Male,Casual,M,Medium
1679,25,Female,Bohemian,L,Medium
1680,28,Male,Sporty,S,Medium
1681,39,Male,Formal,M,Medium
1682,41,Non-binary,Bohemian,M,Low
1683,58,Female,Formal,S,Medium
1684,34,Female,Bohemian,XL,Low
1685,29,Male,Sporty,L,Low
1686,49,Non-binary,Casual,S,Medium
1687,32,Female,Bohemian,S,Low
1688,33,Female,Streetwear,S,Medium
1689,39,Male,Formal,M,Medium
1690,45,Non-binary,Bohemian,L,Medium
1691,37,Female,Formal,M,Low
1692,50,Female,Casual,S,Medium
1693,27,Male,Formal,S,Medium
1694,57,Male,Formal,M,High
1695,49,Male,Streetwear,M,High
1696,50,Male,Formal,S,Medium
1697,19,Female,Bohemian,S,Medium
1698,50,Male,Formal,S,Medium
1699,50,Male,Sporty,M,Medium
1700,58,Male,Formal,M,Medium
1701,30,Male,Sporty,L,Medium
1702,47,Male,Formal,L,Low
1703,50,Female,Formal,L,Medium
1704,30,Female,Bohemian,S,High
1705,43,Male,Sporty,XS,Low
1706,39,Male,Sporty,M,Medium
1707,56,Male,Streetwear,XS,Medium
1708,19,Male,Formal,M,Medium
1709,55,Female,Formal,XS,Medium
1710,56,Female,Bohemian,S,High
1711,43,Female,Streetwear,S,Medium
1712,32,Female,Streetwear,L,Medium
1713,51,Male,Bohemian,M,Medium
1714,59,Non-binary,Sporty,XS,High
1715,57,Female,Casual,S,Medium
1716,28,Non-binary,Bohemian,L,Medium
1717,20,Male,Sporty,L,High
1718,23,Non-binary,Streetwear,S,Low
1719,26,Female,Bohemian,L,Medium
1720,23,Female,Casual,M,Medium
1721,26,Male,Formal,L,Medium
1722,56,Female,Bohemian,L,Medium
1723,48,Non-binary,Casual,L,Low
1724,49,Female,Casual,L,Medium
1725,58,Female,Bohemian,XS,Medium
1726,29,Non-binary,Sporty,M,Low
1727,25,Male,Bohemian,S,Medium
1728,25,Female,Streetwear,XL,Low
1729,45,Female,Casual,S,High
1730,37,Non-binary,Casual,M,Low
1731,24,Male,Formal,S,Low
1732,28,Female,Casual,S,Low
1733,37,Female,Formal,M,Low
1734,33,Female,Casual,M,Medium
1735,21,Female,Casual,M,High
1736,23,Non-binary,Bohemian,XS,Medium
1737,39,Non-binary,Bohemian,L,Low
1738,43,Male,Streetwear,XS,Medium
1739,20,Male,Sporty,M,Medium
1740,58,Male,Streetwear,M,Medium
1741,59,Male,Casual,M,Medium
1742,31,Female,Streetwear,S,Medium
1743,28,Non-binary,Bohemian,L,Medium
1744,35,Female,Casual,M,Medium
1745,29,Male,Casual,S,Medium
1746,40,Male,Streetwear,M,Low
1747,29,Female,Formal,XS,High
1748,30,Female,Sporty,M,Low
1749,42,Male,Streetwear,L,Medium
1750,36,Female,Streetwear,XL,High
1751,53,Non-binary,Sporty,M,Low
1752,25,Male,Casual,S,Low
1753,46,Female,Casual,S,Medium
1754,49,Male,Formal,M,Low
1755,35,Female,Streetwear,M,Medium
1756,23,Female,Sporty,S,High
1757,35,Male,Streetwear,L,Medium
1758,36,Non-binary,Bohemian,S,Medium
1759,39,Female,Streetwear,M,Medium
1760,54,Female,Streetwear,XS,High
1761,49,Male,Bohemian,L,Medium
1762,58,Male,Bohemian,S,High
1763,20,Male,Sporty,S,Medium
1764,45,Female,Casual,M,Low
1765,27,Female,Formal,L,Medium
1766,52,Male,Bohemian,M,High
1767,46,Female,Casual,S,Low
1768,32,Female,Sporty,L,Medium
1769,50,Female,Streetwear,S,Medium
1770,24,Female,Sporty,M,High
1771,29,Non-binary,Sporty,M,Medium
1772,47,Female,Bohemian,M,Medium
1773,38,Female,Formal,XS,High
1774,48,Male,Bohemian,L,High
1775,41,Male,Streetwear,M,Medium
1776,37,Male,Bohemian,XL,High
1777,54,Female,Streetwear,L,Low
1778,21,Male,Bohemian,XL,Medium
1779,45,Male,Formal,M,Medium
1780,37,Female,Casual,S,Medium
1781,41,Male,Formal,L,High
1782,49,Male,Bohemian,L,Medium
1783,58,Male,Sporty,L,Medium
1784,53,Female,Casual,M,Low
1785,51,Male,Sporty,M,High
1786,53,Female,Formal,L,Medium
1787,19,Female,Casual,L,Low
1788,32,Female,Bohemian,XS,Medium
1789,51,Female,Sporty,L,Medium
1790,53,Female,Bohemian,M,Medium
1791,23,Male,Streetwear,XS,Low
1792,56,Male,Casual,XL,Medium
1793,59,Male,Sporty,M,High
1794,29,Male,Formal,L,High
1795,20,Male,Formal,L,High
1796,35,Male,Formal,S,Medium
1797,57,Female,Formal,L,Low
1798,38,Female,Sporty,L,Medium
1799,32,Male,Streetwear,L,Medium
1800,50,Female,Formal,M,Low
1801,52,Male,Formal,XS,Low
1802,43,Male,Formal,L,Medium
1803,25,Female,Streetwear,M,Medium
1804,53,Male,Casual,M,Low
1805,47,Male,Formal,M,Medium
1806,40,Male,Formal,M,High
1807,59,Non-binary,Formal,L,Low
1808,31,Female,Casual,L,Medium
1809,31,Male,Formal,L,Medium
1810,19,Female,Casual,L,High
1811,54,Female,Casual,L,Medium
1812,22,Female,Bohemian,S,Low
1813,55,Female,Bohemian,L,Low
1814,58,Male,Formal,M,Medium
1815,31,Male,Sporty,M,Low
1816,56,Female,Bohemian,M,Medium
1817,42,Female,Bohemian,M,Medium
1818,37,Female,Sporty,S,Low
1819,19,Female,Streetwear,S,Medium
1820,56,Non-binary,Formal,S,Medium
1821,23,Non-binary,Streetwear,M,Low
1822,34,Female,Streetwear,S,High
1823,42,Female,Casual,S,High
1824,45,Non-binary,Casual,S,Low
1825,19,Male,Formal,S,Low
1826,52,Male,Sporty,L,High
1827,54,Female,Casual,L,Medium
1828,22,Female,Bohemian,XL,High
1829,18,Female,Formal,M,Medium
1830,57,Female,Streetwear,L,Medium
1831,29,Male,Formal,M,High
1832,53,Male,Casual,M,Medium
1833,40,Female,Sporty,M,Medium
1834,48,Male,Streetwear,M,Medium
1835,28,Male,Sporty,L,High
1836,27,Male,Formal,L,High
1837,20,Male,Sporty,L,Medium
1838,31,Female,Sporty,M,Low
1839,33,Male,Formal,XL,Low
1840,27,Female,Streetwear,XL,High
1841,46,Male,Sporty,M,Low
1842,27,Female,Sporty,L,Low
1843,29,Male,Formal,XS,High
1844,47,Female,Bohemian,XS,Medium
1845,58,Female,Sporty,XS,High
1846,18,Male,Casual,L,Medium
1847,22,Female,Streetwear,XS,Medium
1848,37,Female,Sporty,XS,Low
1849,25,Male,Formal,S,Medium
1850,60,Male,Casual,M,Low
1851,29,Non-binary,Formal,M,Medium
1852,18,Female,Sporty,XS,Medium
1853,37,Male,Casual,M,Low
1854,45,Male,Streetwear,S,Medium
1855,60,Female,Streetwear,S,High
1856,54,Female,Streetwear,L,High
1857,54,Female,Bohemian,XL,Medium
1858,29,Male,Formal,M,Low
1859,54,Female,Sporty,M,High
1860,45,Male,Casual,XL,Medium
1861,32,Male,Formal,M,High
1862,23,Female,Sporty,L,Medium
1863,37,Non-binary,Bohemian,M,Medium
1864,31,Male,Sporty,S,High
1865,19,Female,Formal,L,Medium
1866,26,Female,Sporty,L,Low
1867,54,Female,Casual,M,Medium
1868,37,Female,Bohemian,S,Low
1869,43,Female,Casual,L,Medium
1870,46,Male,Bohemian,S,Medium
1871,18,Non-binary,Bohemian,L,Low
1872,52,Female,Sporty,M,High
1873,23,Female,Casual,M,Medium
1874,54,Female,Bohemian,S,Low
1875,22,Female,Bohemian,M,Low
1876,50,Male,Sporty,S,High
1877,31,Male,Formal,M,Medium
1878,29,Female,Formal,M,High
1879,59,Male,Streetwear,XL,Low
1880,37,Male,Streetwear,XL,Low
1881,41,Female,Bohemian,L,Medium
1882,60,Female,Formal,XL,Medium
1883,51,Male,Bohemian,S,Medium
1884,42,Female,Casual,XL,High
1885,46,Female,Formal,S,Low
1886,56,Female,Formal,M,High
1887,48,Female,Formal,S,Medium
1888,60,Male,Streetwear,XL,Low
1889,40,Male,Sporty,M,Medium
1890,55,Male,Sporty,M,High
1891,37,Female,Streetwear,XL,Medium
1892,40,Female,Streetwear,M,Medium
1893,33,Female,Streetwear,M,Medium
1894,59,Female,Sporty,XS,Medium
1895,25,Female,Bohemian,L,High
1896,38,Female,Streetwear,XL,Medium
1897,18,Male,Bohemian,XL,Medium
1898,25,Male,Bohemian,S,Low
1899,46,Female,Casual,S,High
1900,49,Male,Sporty,M,Low
1901,55,Male,Bohemian,M,Medium
1902,22,Female,Sporty,M,Low
1903,39,Male,Sporty,M,Medium
1904,51,Female,Casual,L,Medium
1905,18,Male,Sporty,XL,Medium
1906,43,Male,Bohemian,XS,High
1907,60,Male,Formal,S,Low
1908,27,Female,Bohemian,S,Low
1909,47,Male,Bohemian,M,High
1910,35,Female,Sporty,M,Low
1911,34,Female,Bohemian,M,Medium
1912,43,Non-binary,Formal,XL,High
1913,25,Male,Sporty,M,High
1914,57,Female,Streetwear,M,Medium
1915,29,Female,Bohemian,L,Medium
1916,44,Non-binary,Bohemian,L,Medium
1917,25,Non-binary,Casual,M,Medium
1918,42,Male,Streetwear,L,Low
1919,21,Female,Streetwear,M,High
1920,50,Male,Formal,L,Low
1921,18,Male,Streetwear,M,Medium
1922,36,Male,Casual,S,Medium
1923,48,Female,Formal,L,Medium
1924,33,Female,Streetwear,M,Low
1925,31,Male,Formal,L,Medium
1926,22,Female,Streetwear,L,Medium
1927,58,Male,Streetwear,M,Medium
1928,43,Female,Streetwear,M,Low
1929,45,Male,Bohemian,L,Low
1930,19,Male,Streetwear,L,Low
1931,23,Male,Bohemian,L,Low
1932,26,Male,Sporty,L,Low
1933,50,Female,Casual,L,Medium
1934,58,Male,Formal,L,Low
1935,42,Female,Formal,M,Low
1936,30,Male,Sporty,S,Low
1937,26,Female,Streetwear,M,Medium
1938,30,Female,Casual,XS,Medium
1939,48,Male,Sporty,S,Medium
1940,58,Female,Sporty,XL,Medium
1941,28,Male,Formal,L,Medium
1942,21,Female,Bohemian,L,Low
1943,51,Male,Bohemian,M,High
1944,55,Female,Streetwear,M,Medium
1945,21,Female,Streetwear,XS,Medium
1946,55,Non-binary,Sporty,XL,Medium
1947,36,Female,Streetwear,XS,Low
1948,23,Female,Bohemian,M,Low
1949,51,Male,Casual,S,High
1950,35,Non-binary,Formal,S,Medium
1951,30,Female,Bohemian,S,Medium
1952,58,Male,Streetwear,M,High
1953,40,Female,Formal,L,Low
1954,36,Male,Formal,M,Low
1955,28,Female,Sporty,L,Low
1956,18,Female,Streetwear,XL,Medium
1957,41,Male,Sporty,L,Medium
1958,24,Female,Formal,L,Medium
1959,42,Male,Sporty,M,Low
1960,38,Male,Streetwear,L,Medium
1961,32,Male,Bohemian,M,Medium
1962,18,Female,Casual,S,Low
1963,29,Male,Bohemian,XS,High
1964,24,Male,Formal,S,Medium
1965,32,Female,Bohemian,M,Medium
1966,38,Male,Sporty,L,Low
1967,36,Male,Streetwear,L,Medium
1968,46,Male,Bohemian,XL,Low
1969,42,Male,Bohemian,M,Medium
1970,50,Female,Streetwear,L,Medium
1971,49,Male,Sporty,S,Low
1972,52,Non-binary,Casual,L,Low
1973,55,Female,Bohemian,L,Medium
1974,43,Male,Formal,L,Low
1975,28,Male,Sporty,M,High
1976,52,Male,Sporty,M,Medium
1977,25,Female,Bohemian,S,Medium
1978,31,Male,Streetwear,L,Low
1979,27,Male,Bohemian,L,Low
1980,19,Female,Bohemian,M,Low
1981,26,Male,Streetwear,S,Low
1982,20,Male,Formal,M,Low
1983,38,Female,Streetwear,M,Medium
1984,43,Female,Bohemian,L,Medium
1985,25,Male,Casual,M,Low
1986,19,Female,Streetwear,L,Low
1987,23,Male,Formal,M,Medium
1988,45,Female,Streetwear,XS,Medium
1989,46,Female,Streetwear,L,Medium
1990,43,Female,Sporty,M,High
1991,42,Non-binary,Sporty,L,Low
1992,29,Non-binary,Bohemian,M,Low
1993,22,Non-binary,Bohemian,XS,Low
1994,51,Female,Streetwear,XS,Low
1995,54,Male,Casual,S,High
1996,32,Female,Bohemian,L,Medium
1997,53,Female,Streetwear,M,Medium
1998,32,Female,Streetwear,XL,Low
1999,60,Male,Streetwear,L,High
2000,40,Non-binary,Streetwear,M,Medium
2001,23,Female,Streetwear,XL,Medium
2002,60,Non-binary,Sporty,M,High
2003,38,Female,Formal,S,High
2004,40,Male,Formal,L,Low
2005,60,Male,Streetwear,S,Low
2006,33,Male,Bohemian,XL,Low
2007,32,Male,Casual,XL,Medium
2008,42,Female,Streetwear,XL,Low
2009,53,Female,Casual,XL,High
2010,28,Female,Sporty,M,Medium
2011,32,Female,Formal,L,High
2012,21,Male,Sporty,XS,Medium
2013,38,Male,Bohemian,L,Medium
2014,30,Male,Bohemian,S,Medium
2015,39,Male,Streetwear,L,High
2016,36,Female,Bohemian,XL,Medium
2017,51,Male,Bohemian,S,Medium
2018,31,Male,Sporty,XS,Medium
2019,21,Male,Casual,M,High
2020,44,Female,Formal,L,Medium
2021,46,Female,Bohemian,L,High
2022,45,Female,Bohemian,L,Medium
2023,52,Male,Sporty,L,Medium
2024,25,Non-binary,Formal,S,High
2025,33,Male,Sporty,L,Medium
2026,59,Female,Casual,M,Medium
2027,53,Female,Sporty,S,Medium
2028,47,Female,Formal,M,Low
2029,35,Non-binary,Formal,L,Medium
2030,19,Male,Bohemian,XL,Low
2031,30,Female,Casual,L,Medium
2032,21,Male,Streetwear,XL,Medium
2033,43,Female,Bohemian,S,Low
2034,42,Male,Sporty,XL,Medium
2035,47,Male,Sporty,XS,Low
2036,28,Female,Formal,M,Medium
2037,24,Female,Formal,S,Low
2038,48,Male,Formal,L,Low
2039,27,Female,Streetwear,S,Medium
2040,56,Female,Streetwear,XS,Low
2041,30,Male,Bohemian,M,Medium
2042,48,Female,Streetwear,XS,Low
2043,24,Female,Formal,S,Medium
2044,59,Female,Bohemian,M,Medium
2045,59,Male,Bohemian,S,Medium
2046,53,Male,Casual,S,Medium
2047,37,Female,Streetwear,S,Medium
2048,21,Non-binary,Sporty,S,Medium
2049,24,Female,Sporty,M,Low
2050,18,Male,Casual,L,Medium
2051,59,Female,Formal,M,Medium
2052,30,Female,Casual,S,Medium
2053,39,Male,Formal,M,Low
2054,38,Non-binary,Streetwear,M,Medium
2055,39,Non-binary,Streetwear,M,High
2056,45,Male,Bohemian,M,Medium
2057,26,Non-binary,Bohemian,S,Medium
2058,43,Male,Bohemian,S,Low
2059,26,Female,Bohemian,M,Medium
2060,32,Male,Sporty,XS,Low
2061,27,Male,Bohemian,M,Low
2062,41,Female,Bohemian,M,Medium
2063,59,Female,Bohemian,XL,Low
2064,25,Male,Formal,M,High
2065,41,Female,Bohemian,M,Medium
2066,33,Male,Casual,M,Medium
2067,43,Male,Bohemian,S,Medium
2068,44,Male,Bohemian,M,Medium
2069,54,Female,Sporty,M,High
2070,21,Male,Bohemian,L,Low
2071,41,Male,Formal,L,High
2072,36,Male,Streetwear,S,Medium
2073,53,Male,Bohemian,S,Medium
2074,56,Female,Bohemian,M,Low
2075,27,Non-binary,Bohemian,M,Medium
2076,42,Male,Sporty,S,Low
2077,35,Non-binary,Streetwear,M,High
2078,36,Female,Sporty,M,Medium
2079,53,Female,Sporty,M,Medium
2080,27,Female,Sporty,S,High
2081,50,Female,Formal,M,Low
2082,22,Male,Streetwear,L,High
2083,52,Female,Formal,XL,Medium
2084,51,Female,Formal,XL,Low
2085,50,Female,Streetwear,M,Medium
2086,38,Female,Formal,M,Medium
2087,34,Male,Streetwear,M,Medium
2088,39,Female,Bohemian,XS,Medium
2089,54,Female,Sporty,S,Low
2090,32,Male,Formal,XS,Low
2091,52,Male,Streetwear,L,High
2092,45,Female,Casual,M,Low
2093,24,Female,Formal,XS,High
2094,49,Female,Formal,L,Low
2095,28,Female,Streetwear,M,Medium
2096,27,Male,Casual,L,Low
2097,26,Male,Casual,M,High
2098,31,Male,Bohemian,S,Low
2099,30,Male,Formal,XS,Medium
2100,42,Male,Sporty,L,High
2101,19,Male,Formal,S,Medium
2102,52,Female,Sporty,M,High
2103,24,Female,Sporty,M,High
2104,38,Male,Streetwear,XL,High
2105,35,Male,Formal,M,Medium
2106,20,Male,Streetwear,M,Medium
2107,59,Female,Bohemian,M,Medium
2108,56,Male,Sporty,XL,Low
2109,58,Male,Casual,M,Medium
2110,28,Non-binary,Sporty,XS,Low
2111,56,Female,Bohemian,M,High
2112,41,Male,Sporty,M,Medium
2113,36,Male,Streetwear,XS,High
2114,21,Male,Formal,M,Low
2115,43,Female,Casual,L,Medium
2116,55,Female,Streetwear,M,Medium
2117,59,Male,Formal,M,High
2118,49,Female,Casual,M,Low
2119,56,Male,Bohemian,L,Low
2120,53,Male,Sporty,M,Medium
2121,57,Male,Casual,M,Medium
2122,54,Female,Bohemian,XS,Medium
2123,50,Male,Formal,S,High
2124,53,Male,Casual,XL,Low
2125,20,Male,Bohemian,L,Medium
2126,26,Male,Formal,S,Low
2127,25,Female,Streetwear,M,Low
2128,50,Male,Sporty,XL,High
2129,23,Male,Bohemian,S,Medium
2130,58,Female,Streetwear,M,High
2131,56,Female,Formal,XS,High
2132,21,Female,Casual,M,High
2133,30,Female,Sporty,XL,Medium
2134,19,Male,Formal,L,High
2135,22,Female,Bohemian,M,Medium
2136,44,Female,Sporty,M,Medium
2137,49,Male,Streetwear,M,Low
2138,38,Non-binary,Sporty,XS,Medium
2139,25,Male,Streetwear,S,High
2140,55,Non-binary,Formal,XL,Medium
2141,25,Female,Casual,S,High
2142,20,Female,Sporty,M,Low
2143,20,Non-binary,Casual,M,High
2144,39,Female,Casual,XL,Low
2145,23,Male,Sporty,L,High
2146,19,Male,Sporty,M,High
2147,40,Male,Casual,M,Low
2148,19,Male,Bohemian,L,Medium
2149,55,Female,Bohemian,L,Medium
2150,34,Male,Sporty,XL,Medium
2151,52,Male,Casual,M,Low
2152,51,Female,Casual,M,High
2153,40,Female,Formal,L,Medium
2154,47,Male,Casual,L,Low
2155,25,Male,Bohemian,S,Low
2156,39,Male,Formal,S,Medium
2157,53,Female,Bohemian,XL,Low
2158,22,Male,Streetwear,M,Medium
2159,30,Female,Sporty,M,Medium
2160,46,Male,Streetwear,M,Medium
2161,48,Male,Sporty,M,Medium
2162,33,Non-binary,Bohemian,L,Medium
2163,59,Male,Bohemian,M,High
2164,47,Male,Streetwear,M,Medium
2165,33,Male,Sporty,XS,High
2166,29,Female,Sporty,XL,Medium
2167,34,Female,Formal,L,Medium
2168,33,Male,Casual,L,Low
2169,29,Male,Formal,L,Medium
2170,25,Male,Bohemian,M,Medium
2171,37,Female,Streetwear,L,High
2172,20,Female,Sporty,L,High
2173,33,Female,Formal,L,High
2174,47,Female,Streetwear,M,Low
2175,40,Male,Streetwear,M,Medium
2176,45,Male,Casual,L,Low
2177,57,Male,Sporty,M,Low
2178,22,Male,Streetwear,M,Low
2179,37,Male,Sporty,M,Medium
2180,57,Female,Formal,M,High
2181,18,Female,Streetwear,L,Medium
2182,47,Non-binary,Streetwear,S,High
2183,38,Male,Formal,L,High
2184,37,Female,Sporty,S,Medium
2185,23,Female,Sporty,XL,High
2186,39,Female,Streetwear,M,Low
2187,35,Male,Formal,L,Medium
2188,25,Male,Bohemian,M,Medium
2189,56,Male,Sporty,XS,Low
2190,49,Male,Bohemian,M,Medium
2191,50,Female,Streetwear,XL,Medium
2192,33,Male,Bohemian,S,High
2193,29,Male,Bohemian,M,High
2194,55,Female,Sporty,M,Medium
2195,51,Female,Streetwear,S,Medium
2196,31,Female,Bohemian,XL,Low
2197,53,Female,Sporty,M,Medium
2198,50,Male,Bohemian,L,Low
2199,40,Male,Sporty,S,Low
2200,19,Male,Streetwear,S,Low
2201,58,Female,Formal,S,Medium
2202,38,Non-binary,Sporty,M,Medium
2203,19,Male,Sporty,M,Low
2204,44,Female,Bohemian,XS,Low
2205,26,Male,Streetwear,L,Medium
2206,18,Female,Casual,M,Medium
2207,28,Male,Casual,S,Medium
2208,20,Male,Formal,XS,Low
2209,40,Female,Streetwear,XS,Low
2210,43,Female,Sporty,S,Low
2211,21,Female,Casual,M,Medium
2212,35,Male,Formal,L,Medium
2213,23,Male,Streetwear,XL,Medium
2214,52,Male,Formal,L,Medium
2215,39,Female,Casual,M,Medium
2216,60,Non-binary,Bohemian,M,Medium
2217,32,Male,Bohemian,XL,Low
2218,39,Male,Streetwear,L,Low
2219,54,Female,Formal,M,High
2220,59,Male,Sporty,M,Medium
2221,29,Female,Casual,M,Low
2222,59,Male,Bohemian,M,Medium
2223,55,Female,Bohemian,L,Low
2224,35,Female,Formal,S,Medium
2225,52,Female,Bohemian,XS,High
2226,47,Female,Formal,M,Low
2227,41,Male,Casual,S,Low
2228,59,Female,Formal,M,Medium
2229,47,Female,Bohemian,L,Medium
2230,31,Male,Formal,M,Low
2231,23,Male,Bohemian,L,Medium
2232,20,Male,Streetwear,M,Low
2233,33,Female,Bohemian,M,Low
2234,24,Male,Bohemian,M,Medium
2235,31,Female,Bohemian,S,Medium
2236,26,Male,Streetwear,M,Medium
2237,32,Female,Sporty,M,Low
2238,38,Male,Bohemian,M,Medium
2239,52,Male,Sporty,S,Medium
2240,19,Female,Casual,M,Medium
2241,44,Female,Formal,L,Medium
2242,19,Male,Sporty,S,High
2243,52,Male,Casual,L,Medium
2244,35,Male,Formal,XL,Medium
2245,31,Female,Bohemian,M,High
2246,37,Female,Bohemian,XS,High
2247,35,Female,Bohemian,XS,Low
2248,27,Female,Streetwear,S,Medium
2249,42,Female,Streetwear,S,Low
2250,19,Male,Streetwear,L,Medium
2251,42,Non-binary,Streetwear,S,High
2252,50,Female,Casual,L,High
2253,53,Male,Casual,XS,Low
2254,48,Male,Bohemian,S,Low
2255,31,Male,Formal,S,Medium
2256,18,Male,Streetwear,S,Medium
2257,33,Female,Formal,S,Medium
2258,20,Female,Casual,M,Medium
2259,52,Female,Streetwear,L,Medium
2260,58,Female,Casual,S,Low
2261,23,Female,Casual,L,High
2262,42,Female,Sporty,S,Low
2263,30,Male,Casual,S,Low
2264,51,Male,Bohemian,L,Medium
2265,25,Female,Casual,XL,Medium
2266,38,Male,Streetwear,L,Medium
2267,51,Male,Bohemian,S,Low
2268,21,Female,Casual,XL,High
2269,42,Female,Bohemian,L,Low
2270,32,Male,Casual,M,Medium
2271,21,Female,Bohemian,XL,Medium
2272,29,Female,Formal,L,High
2273,49,Male,Sporty,L,Medium
2274,49,Male,Bohemian,L,Low
2275,45,Non-binary,Streetwear,M,Medium
2276,30,Male,Sporty,L,Medium
2277,48,Male,Sporty,S,Medium
2278,31,Female,Casual,XL,Medium
2279,37,Female,Bohemian,M,Medium
2280,35,Male,Sporty,L,Medium
2281,46,Male,Streetwear,M,Medium
2282,23,Male,Streetwear,L,High
2283,49,Non-binary,Streetwear,M,High
2284,46,Male,Casual,M,Medium
2285,60,Female,Formal,L,High
2286,19,Non-binary,Bohemian,S,Medium
2287,40,Male,Sporty,M,Medium
2288,36,Non-binary,Bohemian,M,Low
2289,48,Non-binary,Sporty,M,High
2290,22,Female,Casual,M,Medium
2291,36,Male,Bohemian,S,Medium
2292,51,Female,Casual,S,High
2293,27,Female,Casual,L,Medium
2294,42,Non-binary,Bohemian,XL,Medium
2295,19,Male,Bohemian,L,Low
2296,28,Female,Sporty,XS,Low
2297,48,Male,Streetwear,L,Medium
2298,32,Male,Casual,M,Medium
2299,26,Male,Formal,L,Low
2300,40,Female,Sporty,M,Medium
2301,36,Female,Sporty,XS,Low
2302,26,Female,Streetwear,L,Low
2303,52,Non-binary,Streetwear,M,Medium
2304,38,Male,Casual,L,Medium
2305,26,Female,Sporty,L,Medium
2306,45,Male,Sporty,M,Low
2307,24,Male,Formal,L,High
2308,33,Female,Casual,M,High
2309,33,Non-binary,Casual,S,Medium
2310,50,Female,Streetwear,M,High
2311,21,Female,Casual,S,Medium
2312,21,Male,Formal,XS,Low
2313,56,Male,Casual,S,Low
2314,57,Female,Bohemian,S,Low
2315,34,Male,Bohemian,XS,Medium
2316,54,Male,Formal,L,Medium
2317,56,Female,Streetwear,XS,Medium
2318,46,Male,Sporty,M,Medium
2319,53,Male,Casual,M,Medium
2320,55,Female,Streetwear,S,Low
2321,56,Female,Streetwear,XL,Low
2322,54,Non-binary,Casual,M,Medium
2323,52,Female,Sporty,L,High
2324,24,Male,Casual,M,Medium
2325,44,Non-binary,Sporty,L,Low
2326,45,Female,Formal,XL,Low
2327,39,Male,Sporty,M,High
2328,31,Male,Streetwear,M,Low
2329,24,Female,Formal,M,Low
2330,54,Female,Bohemian,XL,Medium
2331,39,Female,Formal,S,Low
2332,22,Female,Sporty,L,High
2333,19,Female,Formal,S,Medium
2334,44,Non-binary,Formal,XL,High
2335,38,Female,Bohemian,M,Medium
2336,55,Male,Sporty,L,Medium
2337,32,Female,Streetwear,L,High
2338,38,Male,Formal,M,Medium
2339,27,Female,Casual,L,Low
2340,40,Non-binary,Streetwear,L,Medium
2341,56,Female,Formal,M,Low
2342,22,Female,Streetwear,M,Medium
2343,18,Female,Casual,S,Medium
2344,30,Male,Streetwear,M,Low
2345,38,Male,Streetwear,XL,Low
2346,43,Female,Casual,S,Low
2347,38,Female,Casual,L,High
2348,35,Female,Casual,XS,Medium
2349,54,Male,Bohemian,M,Medium
2350,49,Female,Casual,XS,Low
2351,53,Female,Streetwear,M,Low
2352,34,Female,Casual,XS,Low
2353,52,Female,Formal,M,Medium
2354,28,Female,Casual,M,Medium
2355,38,Female,Casual,L,High
2356,43,Male,Sporty,M,Medium
2357,21,Female,Streetwear,XL,Low
2358,51,Male,Streetwear,L,High
2359,35,Non-binary,Formal,S,Medium
2360,57,Male,Bohemian,S,Medium
2361,52,Male,Sporty,XS,Low
2362,58,Female,Formal,M,High
2363,46,Male,Formal,M,Medium
2364,46,Female,Streetwear,XL,Low
2365,55,Female,Sporty,M,Medium
2366,59,Female,Streetwear,L,Low
2367,38,Non-binary,Bohemian,S,High
2368,59,Male,Streetwear,S,High
2369,30,Female,Casual,L,Medium
2370,58,Male,Streetwear,S,Low
2371,34,Male,Casual,L,Medium
2372,26,Female,Formal,S,Low
2373,58,Male,Bohemian,L,Low
2374,18,Female,Casual,L,Medium
2375,19,Female,Bohemian,M,Low
2376,46,Female,Streetwear,L,Medium
2377,50,Non-binary,Streetwear,M,Low
2378,27,Male,Formal,S,High
2379,57,Female,Streetwear,S,Low
2380,38,Female,Casual,S,Medium
2381,45,Female,Formal,M,Medium
2382,28,Male,Bohemian,L,Low
2383,51,Female,Formal,XS,Medium
2384,25,Male,Bohemian,XL,Medium
2385,39,Male,Sporty,XL,Medium
2386,25,Female,Casual,L,Medium
2387,32,Female,Casual,XL,Medium
2388,34,Non-binary,Bohemian,L,Medium
2389,40,Female,Streetwear,M,Medium
2390,41,Female,Streetwear,M,High
2391,36,Male,Sporty,M,Low
2392,22,Male,Bohemian,S,Low
2393,49,Male,Sporty,S,Medium
2394,18,Non-binary,Bohemian,M,Low
2395,40,Male,Sporty,S,Medium
2396,54,Male,Bohemian,XL,Medium
2397,25,Female,Casual,M,Medium
2398,30,Male,Sporty,M,Low
2399,25,Male,Sporty,S,High
2400,40,Female,Bohemian,M,Low
2401,60,Male,Formal,M,High
2402,18,Male,Formal,XS,Medium
2403,41,Male,Casual,XL,Medium
2404,52,Female,Streetwear,S,Low
2405,41,Female,Streetwear,L,Medium
2406,34,Male,Casual,XS,High
2407,22,Female,Streetwear,XL,Medium
2408,37,Male,Bohemian,M,High
2409,38,Non-binary,Formal,L,Low
2410,57,Male,Casual,L,High
2411,48,Female,Bohemian,M,Medium
2412,53,Female,Casual,XS,Medium
2413,28,Female,Formal,M,Low
2414,32,Male,Streetwear,S,Medium
2415,36,Male,Bohemian,M,Medium
2416,24,Female,Formal,M,Medium
2417,45,Male,Casual,L,High
